character,components,meaning,pinyin,tree,decomposition,story,appears_in,my_story,picture,frequency_rank,Hán Việt,Nghĩa
年,年,"Year, new-years, person's age","nián, Nián","年
├── 𠂉
│   ├── 丿
│   └── 一
└── 㐄
    ├── 十
    └── 60954
        ├── ㇗
        └── 丨",年,① a tree 禾/生 may live a thousand 千 years: 秊 → 年 ② person with a hat 午 carrying stalks of grain: the year end harvest,畜 甚 牧; 齢 歳 才; 暮,,,39,niên, 1. Năm. <br>2. Tuổi. <br>3. Người đỗ cùng khoa gọi là đồng niên 同年. Hai nhà đi lại với nhau gọi là niên nghị 年誼. <br>4. Ðược mùa.<br>
生,⽣,"Life, living, lifetime, birth",shēng,生,⽣,① branches of a plant or tree  → 𤯓 being slashed ⼃ off: the branch grows back and if you plant the cut off part it becomes a new plant, 暮 命; 興; 誕; 清; 産 性 姓 牲 隆 星,,,40,sanh|sinh," 1. Sống, đối lại với tử 死. <br>2. Còn sống. Như bình sanh 平生 lúc ngày thường còn sống, thử sanh 此生 đời này, v.v. <br>3. Những vật có sống. Như chúng sanh 眾生, quần sanh 群生 đều là nói các loài có sống cả. <br>4. Sinh sản, nẩy nở. Như sanh tử 生子 đẻ con, sinh lợi 生利 sinh lời, v.v. <br>5. Nuôi. Những đồ để nuôi sống đều gọi là sanh. Như sanh kế 生計 các kế để nuôi sống. <br>6. Sống, chưa chín gọi là sanh, làm việc không có kinh nghiệm gọi là sanh thủ 生手, khách không quen thuộc gọi là sanh khách 生客 (khách lạ), v.v. <br>7. Học trò. Như tiên sanh 先生 ông thầy, nghĩa là người học trước mình, hậu sanh 後生 học trò, nghĩa là người sinh sau, v.v. Thầy gọi học trò là sanh, học trò cũng tự xưng mình là sanh. <br>8. Dùng như chữ mạt 末. <br>9. Dùng làm tiếng đệm. <br>10. Tiếng dùng trong tấn tuồng. Ta quen đọc là chữ sinh.<br>"
自,⾃,"Self, private, personal, from",zì,自,⾃,① rs. head with a nose  → 自: point to the nose to indicate oneself,厶 個 我 私 吾 己; 身; 息 臭; 鼻,,,41,tự," 1. Bởi, từ. Như sinh hữu tự lai 生有自來 sinh có từ đâu mà sinh ra. <br>2. Mình, chính mình. Như tự tu 自修 tự sửa lấy mình. <br>3. Tự nhiên, không phải miễn cưỡng.<br>"
会,"人, 二, 厶","Assemble, meet together, meeting, organization","huì, kuài","会
├── 人
└── 云
    ├── 二
    └── 厶",⿱人⿱二厶,"① rs. mouth 亼 above, mouth 曰 below, middle is mouth 曰 with possible rice in it: meeting over food ② ⓢ gather 亼 under a roof 𠆢 to talk 云 with each other 云",合,,,42,hội|cối," 1. Họp. Như khai hội 開會 mở hội, hội nghị 會議 họp bàn, v.v. <br>2. Gặp. Như hội minh 會盟 gặp nhau cùng thề, hội đồng 會同 cùng gặp mặt nhau để bàn bạc sự gì, v.v. <br>3. Thời. Như kỉ hội 機會 gặp dịp, vận hội 運會 vận hội tốt, nghĩa là sự với thời đúng hợp nhau cả. Sách Hoàng cực kinh thế nói 30 năm là một đời 世, 12 đời là một vận 運, 30 vận là một hội 會, 12 hội là một nguyên 元. <br>4. Hiểu biết. Như hội ý 會意 hiểu ý, lĩnh hội 領會 lĩnh lược hiểu được ý nghĩa gì. <br>5. Chỗ người ở đông đúc. Như đô hội 部會 chốn đô hội. <br>6. Một âm là cối. Tính gộp, tính suốt sổ, tính sổ suốt năm gọi là cối kế niên độ 會計年度.<br>"
那,"刀, 二, 阝","That, those, then (in that case)","nǎ, nà, nuó, Nā, Nuó","那
├── 38068
│   ├── ㇆
│   └── 37024
│       ├── 二
│       └── 丨
└── 阝",⿰⿻刀二阝,① how can a tender 冄 one defeat a fortified city 阝? that is not obvious; see 哪,,,,43,na|nả," 1. Nhiều. Như kinh Thi có câu thụ phúc bất na 受福不那 chịu phúc chẳng nhiều. <br>2. An nhàn. Như hữu na kì cư 有那其居 chỗ ở an nhàn. <br>3. Nào, gì. <br>4. A na 阿那 xinh xắn mềm mại. <br>5. Tiếng Phạn, Chi na 支那 nước Tàu, duy na 維那 kẻ giữ phép trong chùa, đàn na 檀那 kẻ bố thí, cũng gọi là đàn việt 檀越, sát na 剎那 một loáng, nói cái thời gian rất ngắn. <br>6. Một âm là nả. Nào. Như nả xứ 那處 chỗ nào, nả kham 那堪 sao chịu được. Cũng có khi đọc là na.<br>"
后,"𠂆, 一, 口","Behind, rear, after, descendants","hòu, Hòu","后
├── ⺁
└── 𠮛
    ├── 一
    └── 口",⿸⿸𠂆一口,① if one walks 夂 with small 幺 steps with the left foot 彳 one lags behind all others and forms the rear of the party ② ⓢ eating one 一 mouthful 口 after work at the factory 厂,滞 后 陰; 遅,,,44,hậu," 1. Vua, đời xưa gọi các chư hầu là quần hậu 羣后. <br>2. Bà hoàng hậu (vợ vua). <br>3. Cũng như chữ hậu 後. Như tri chỉ nhi hậu hữu định 知止而后有定 biết nơi yên ở rồi mới định được chi. <br>4. Thần đất gọi là hậu thổ 后土.<br>"
能,"厶, ⺆, 冫, 匕","To be able, can, permitted to, ability, noh","néng, Néng","能
├── 䏍
│   ├── 厶
│   └── 月
└── 65438
    └── 匕",⿰⿱厶⿵⺆冫⿱匕匕,① many individual 厶 people 匕匕⺼ together are able to do great things; one needs many abilities to perform on stage ② rs. a bear with four feet and meat in its mouth:  →  →  → 能, 俳; 技 才 腕; 謡; 劇; 熊 態 罷,,,45,năng|nai|nại," 1. Tài năng. Như năng viên 能員 chức quan có tài. <br>2. Hay, sức làm nổi gọi là năng. Như thị bất vi dã, phi bất năng dã 是不爲也，非不能也 ấy là không làm, chứ không phải là không làm nổi vậy. <br>3. Thuận theo. Như nhu viễn năng nhĩ 柔遠能邇 (Thi Kinh 詩經) khiến cho kẻ xa quy phục về gần. <br>4. Con năng, một loài như con gấu. <br>5. Một âm là nai. Con ba ba có ba chân. <br>6. Lại một âm nữa là nại. Cùng nghĩa với chữ nại 耐. <br>7. Vật lý gọi cái gì tạo ra công sức là năng. Như điện năng 電能.<br>"
对,"又, 寸","Correct, right, facing, opposed",duì,"对
├── 又
└── 寸",⿰又寸,"① the law spoken by the king 王  stands 业 above all else, big 丷 and small 寸 ② ⓢ two hands 寸 又 correcting something ③ ⓢ correct again 又 therefore deserve a thump up 寸",,,,46,đối," 1. Thưa, đáp. Như đối sách 對策 trả lời câu người ta hỏi, đối phó 對付 ứng phó, v.v. <br>2. Ðối. Như đối chúng tuyên ngôn 對眾宣言 đối trước mọi người mà nói rõ, tương đối vô ngôn 相對無言 cùng đối nhau mà không nói gì. Ðến trước cửa tòa để quan hỏi kiện là đối chất 對質. <br>3. Ðối, hai bên sóng với nhau, gọi là đối. Như đối liên 對聯 câu đối. <br>4. Hợp, sự gì không hợp lẽ gọi là bất đối 不對. <br>5. Xét lại. Như hiệu đối 校對 so sánh xét lại.<br>"
着,"羊, 目","Manifest, to wear, arrive, make move, take action, auxiliary word: action in progress","zhāo, zháo, zhe, zhuó, zhù","着
├── 羊
└── 目",⿸羊目,"① sheep ⺷ arriving to be slaughtered ⼃ (= take decisive action) to wear their fur and look 目 good ② keep eyes 目 on the sheep ⺶, one says to the auxiliary: report any action ongoing",羞 差; 達 到 至 及 届; 帯 召 履; 服,,,47,khán, 1. Tục dùng như chữ khán 看.<br>
事,"⼗, ⼝, ⾀, ⼅","Affair, matter, thing, business, to serve, accident, incident",shì,"事
├── 38013
│   ├── 65522
│   │   ├── 十
│   │   └── 中
│   │       ├── 口
│   │       └── 丨
│   └── ⺺
└── 亅",⿻⿳⼗⼝⾀⼅,① rs. hand ⺕ planting a plant 十 on order 口:  → 事,物 品; 件,,,48,sự, 1. Việc. <br>2. Làm việc. Như vô sở sự sự 無所事事 không làm việc gì. <br>3. Thờ. Như tử sự phụ mẫu 子事父母 con thờ cha mẹ.<br>
其,"一, 八","His, her, its, their, that",qí,"其
├── 甘
└── 35189
    ├── 一
    └── 八",⿱⿱&CDP-88C8;一八,"① basket on the table 丌:  → 其: that what has just been bought is his', hers, theirs","庫 室 蔵 倉; 旗 棋 期 欺 基 甚 碁
",,,49,kỳ|ký|ki," 1. Thửa, lời nói chỉ vào chỗ nào. Như kỳ nhân kỳ sự 其人其事 người ấy sự ấy. <br>2. Một âm là ký. Như bỉ ký chi tử 彼其之子 con người như thế kia. <br>3. Lại một âm là ki, lời nói đưa đẩy. Như dạ như hà ki 夜如何其 đêm thế nào kia, đêm thế nào ư !<br>"
里,⾥,"Unit of distance, village, lane","lǐ, Lǐ",里,⾥,① place 土 with/between nearby rice fields 田," 甫 村 郷; 裏 童 埋 理 厘 黒 黙 野 量
",,,50,lý, 1. Tục dùng như chữ lý 裏.<br>
所,"丿, 尸, 斤","Place, location, building, office",suǒ,"所
├── 戶
└── 斤",⿰⿱丿尸斤,① ax 斤 protecting a door 戸/戶,場 処,,,51,sở," 1. Xứ sở. Như công sở 公所 sở công, hà sở 何所 chỗ nào ? v.v. Tính gộp hết thẩy các cái của mình có gọi là sở hữu 所有. <br>2. Một khu nhà gọi là nhất sở 一所. <br>3. Thửa, dùng làm lời nói đệm. Như ái kì sở thân 愛其所親 yêu thửa người thân mình. <br>4. Lời nói chưa định. Như phụ khứ lý sở phục hoàn 父去里所復還 cha đi hơn dặm lại về. <br>5. Nếu, nghĩa như chữ giả 者. <br>6. Nơi, chốn, nhà Phật cho phần căn là năng, phần trần là sở. Như mắt trông thấy sắc, thì mắt là năng, mà sắc là sở.<br>"
去,"土, 厶","Go away, leave, depart",qù,"去
├── 土
└── 厶",⿱土厶,① a man 土 leaving secretly 厶,"  癶 昜; 莫 旡; 経; 法 却
",,,52,khứ|khu," 1. Ði, tự đây mà đi tới kia gọi là khứ. <br>2. Bỏ. Như khứ thủ 去取 bỏ lấy. <br>3. Ðã qua. Như khứ niên 去年 năm ngoái. <br>4. Một tiếng trong bốn tiếng, chữ nào đọc âm như đánh dấu sắc là khứ thanh. <br>5. Một âm là khu, cùng nghĩa với chữ khu 驅.<br>"
行,⾏,"Go, walk, move, travel, circulate","háng, xíng",行,⾏,① crossroads  →行 ② step with the left foot 彳 and with the right foot 亍 to walk, 赴 往 参; 致; 業,,,53,hành|hạnh|hàng|hạng," 1. Bước đi, bước chân đi. <br>2. Làm ra, thi hành ra. <br>3. Đi, như tống hành 送行 đưa đi, từ hành 辭行 từ đi v.v. Vua chết gọi là đại hành 大行. <br>4. Không định hẳn, tạm thì. Như hành thự 行署 dinh quan đóng tạm. <br>5. Cái để dùng, của dùng. Như ngày xưa gọi vàng, gỗ, nước, lửa, đất là ngũ hành 金木水火土為五行 ý nói là năm thứ ấy là cái người ta cần dùng hằng ngày vậy. <br>6. Trải qua. Như nhất hành tác lại 一行作吏 làm quan qua một lần. <br>7. Sắp tới, dần đến. Như hành niên ngũ thập 行年五十 tuổi gần đến năm mươi, hành tương tựu mộc 行將就木 sắp chết. <br>8. Bài hát. Như tràng ca hành 長歌行 bài hát dài. <br>9. Lối chữ hành, lối chữ hơi đá thảo gọi là hành. 10. Ðường sá. <br>11. Biến đổi luôn không ngừng. Nhà Phật gọi cái ý thức luôn luôn trôi đi là hành uẩn 行蘊. <br>12. Một âm là hạnh. Ðức hạnh, nết na, còn ở tâm là đức 德, thi hành ra là hạnh 行. Như độc hạnh 獨行 đức hạnh hơn người. Vì thế nhà Phật nói sửa mình trong sạch để thờ Phật gọi là tu hạnh 修行. <br>13. Lại một âm là hàng. Hàng lối. Phép binh ngày xưa cứ 25 người là nhất hàng 一行 một hàng, vì thế gọi binh lính là hàng ngũ 行伍. Một dòng chữ cũng gọi là một hàng 一行. <br>14. Cửa hàng. Một chỗ chứa các đồ hàng để vận tải, buôn bán cho tiện gọi là hàng sạn 行棧 hay hàng gia 行家. <br>15. Nghề nghiệp của trăm nghề. Người đồng nghiệp gọi là đồng hàng 同行, làm việc không khéo gọi là ngoại hàng 外行. <br>16. Một âm nữa là hạng. Hạng thứ. Như hạng nhất 行一, hạng nhị 行二, v.v. <br>17. Hàng lũ. Gọi các người tôn trưởng của bạn mình là trượng nhân hạng 仗人行. <br>18. Hạng hạng 行行 cứng cỏi.<br>"
过,"辶, 寸","Pass, pass through, go across, error","guò, guo, Guò","过
├── 辶
└── 寸",⿺辶寸,① go ⻌ through a deformed opening 咼: pass through/go ⻌ through a small 寸 opening: pass through; it doesn't leave room for error,,,,54,quá, 1. Tục dùng như chữ quá 過.<br>
家,"宀, 豕","House, home, residence, family, specialist",jiā,"家
├── 宀
└── 豕",⿱宀豕,① animals 豕 are kept at house 宀 so they are not stolen and cared for by a specialist," 咅 𠆢 𠮛 畐 冋 族 宇 宅 軒 舎 戸 屋; 姓 系; 嫁 稼; abbr. 豕: 豪
",,,55,gia|cô," 1. Ở. <br>2. Chỗ ở (nhà). <br>3. Vợ gọi chồng là gia 家, cũng như chồng gọi vợ là thất 室. <br>4. Ở trong một cửa gọi là một nhà. Như gia trưởng 家長 người chủ nhà, gia nhân 家人 người nhà, v.v. <br>4. Có cái học vấn giỏi riêng về một môn gọi là gia. Như văn học gia 文學家, nhà văn học, chính trị gia 政治家 nhà chính trị, v.v. <br>5. Tự xưng người tôn trưởng của nhà mình cũng gọi là gia. Như gia phụ 家父 cha tôi, gia huynh 家兄 anh tôi, v.v. <br>6. Giống gì nuôi ở trong nhà cũng gọi là gia. Như gia cầm 家禽 giống chim nuôi trong nhà, gia súc 家畜 giống muông nuôi trong nhà. <br>7. Một âm là cô, cũng như chữ cô 姑. Thái cô 太家 tiếng gọi quan trọng của con gái. Như Ban Chiêu 班昭 vợ Tào Thế Húc 曹世叔 đời nhà Hán, vì có đức hạnh lại có học giỏi, được cử vào dạy vợ con vua nên gọi là Tào thái cô 曹太家.<br>"
十,⼗,"Ten, tenth, complete, perfect",shí,十,⼗,"① direction east west 一 and direction north south 丨 refers to everything which is under the four wind directions; perfect in all directions; con.: many, high intensity"," 汁 協 博 針 計 什; 拾; 旬; 多; 早 辛
",,,56,thập," 1. Mười. <br>2. Ðủ hết. Như 'thập thành 十成, thập toàn 十全 vẹn đủ cả mười, ý nói được đầy đủ cả.<br>"
用,⽤,"Use, employ, apply, operate, use",yòng,用,⽤,① container used for storing or employed for churning milk:  → 用," 遣 使; 甫 甬 庸 備
",,,57,dụng," 1. Công dùng, đối lại với chữ thể 體. Về phần bản năng của sự vật gọi là thể 體, đem thi hành ra sự nghiệp gọi là dụng 用. Như công dụng 功用 công dụng, tác dụng 作用 làm dùng. <br>2. Dùng, sai khiến. Như dụng nhân hành chánh 用人行政 dùng người làm chánh. <br>3. Của dùng, tài chánh của nhà nước gọi là quốc dụng 國用. <br>4. Ðồ dùng. <br>5. Nhờ vào cái gì để động tác làm lụng gọi là dụng. Như dụng tâm 用心, dụng lực 用力, động dụng 動用, v.v. <br>6. Dùng làm trợ từ, nghĩa là lấy, là bèn, là chưng ấy.<br>"
发,发,"Issue, dispatch, send out, emit","fā, fà","发
├── 37641
│   ├── 60954
│   │   ├── ㇗
│   │   └── 丨
│   └── 丶
└── 又",发,① rs. the action of 殳 on a bow 弓 to make the arrow go forward 癶: shoot ② ⓢ hand 又 holding a crossbow ready to shoot: 发 ③ two hands 开 issuing or sending out a message carried by legs 癶,,,,58,phát," 1. Bắn ra. Như bách phát bách trúng 百發百中 bắn trăm phát tín cả trăm. Lúc mới ở trong mà phát ra ngoài cũng gọi là phát, phàm nhân có cái gì làm ra máy phát động mà phát ra ngay đều gọi là phát. <br>2. Hưng khởi, hưng thịnh. Như phát tài 發射, phát phúc 發福, v.v. <br>3. Tốt lên, lớn lên. Như phát dục 發育 lớn thêm, phát đạt 發達 nẩy nở thêm, v.v. <br>4. Mở ra. Như phát minh 發明 tự tìm được cái gì mới chưa ai biết, cáo phát 告發 phát giác, cáo mách, v.v. <br>5. Bắt đầu đi. Như triêu phát tịch chí 朝發夕至 sớm đi chiều đến. <br>6. Chi phát ra. Như phát hướng 發餉 phát lương. <br>7. Phát huy ra, nở ra. Như phát hoa 發花 nở hoa. <br>8. Phân bố ra ngoài, phân phát. <br>9. Phấn phát lên, tinh động ở trong phát bật ra ngoài không thể hãm được gọi là phát. Như phát phẫn 發憤 phát tức. 10. Ðào lên, bới ra. <br>11. Khiến. <br>12. Ði mừng khánh thành nhà mới.<br>"
